loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,zip_code,addr_state,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
6000,36 months,5 years,MORTGAGE,50000,Not Verified,880xx,NM,0,1,8,0,7361,83.60%,14,Fully Paid
12000,36 months,5 years,RENT,80000,Not Verified,752xx,TX,0,0,11,0,17536,67.70%,21,Fully Paid
10000,36 months,4 years,RENT,45000,Not Verified,981xx,WA,0,0,14,0,10177,51.60%,19,Fully Paid
8000,36 months,2 years,RENT,78000,Not Verified,112xx,NY,0,1,16,0,15988,55.90%,31,Fully Paid
14125,36 months,1 year,RENT,33000,Verified,972xx,OR,0,3,12,0,19472,66%,20,Fully Paid
14000,36 months,5 years,RENT,62800,Not Verified,980xx,WA,0,1,10,0,13579,64.50%,18,Fully Paid
13200,60 months,3 years,RENT,26400,Source Verified,770xx,TX,0,3,8,0,7411,50.10%,12,Fully Paid
4000,36 months,10+ years,MORTGAGE,80000,Not Verified,275xx,NC,1,2,30,0,6654,22.60%,56,Fully Paid
4000,36 months,2 years,RENT,25000,Not Verified,802xx,CO,0,3,5,0,8546,79.70%,13,Charged Off
10500,36 months,10+ years,MORTGAGE,65000,Source Verified,760xx,TX,0,0,8,0,10729,18.70%,16,Fully Paid
5500,36 months,10+ years,OWN,59000,Source Verified,187xx,PA,0,0,10,1,9130,43.30%,23,Fully Paid
7350,36 months,1 year,RENT,33000,Verified,917xx,CA,0,1,13,0,24782,77.90%,23,Fully Paid
10000,36 months,10+ years,RENT,39000,Source Verified,630xx,MO,0,1,7,0,11691,90.60%,19,Charged Off
12000,36 months,10+ years,RENT,42000,Not Verified,435xx,OH,0,1,7,0,18913,43%,17,Fully Paid
5000,60 months,5 years,MORTGAGE,38004,Not Verified,488xx,MI,0,0,12,0,10023,57.30%,17,Fully Paid
8000,60 months,3 years,OWN,31000,Source Verified,972xx,OR,0,3,13,0,2751,34.40%,29,Fully Paid
4500,36 months,10+ years,MORTGAGE,50700,Verified,287xx,NC,0,0,10,0,9127,24.40%,20,Fully Paid
18000,36 months,1 year,OWN,75000,Verified,705xx,LA,0,2,9,0,14810,66.10%,27,Fully Paid
12300,60 months,2 years,MORTGAGE,30000,Source Verified,592xx,MT,0,1,8,0,10981,55.50%,12,Fully Paid
12000,36 months,6 years,RENT,40000,Not Verified,318xx,GA,0,0,8,0,10790,80.50%,13,Fully Paid
10000,36 months,10+ years,MORTGAGE,50000,Not Verified,928xx,CA,1,2,5,0,8899,47.60%,15,Fully Paid
6000,36 months,7 years,MORTGAGE,80000,Not Verified,549xx,WI,0,4,8,0,19071,30.30%,29,Fully Paid
12000,36 months,4 years,RENT,40000,Not Verified,212xx,MD,0,1,9,0,16273,55.50%,23,Fully Paid
12000,36 months,7 years,RENT,80000,Not Verified,900xx,CA,0,0,8,0,13088,83.50%,16,Charged Off
7000,36 months,2 years,RENT,75000,Source Verified,926xx,CA,0,0,7,0,22196,94.10%,17,Fully Paid
35000,60 months,8 years,MORTGAGE,85000,Verified,604xx,IL,0,1,16,0,31071,53%,50,Fully Paid
1400,36 months,1 year,RENT,28800,Not Verified,347xx,FL,0,1,5,0,2016,9.90%,7,Fully Paid
16000,60 months,10+ years,RENT,35000,Verified,274xx,NC,0,1,6,0,19184,58.50%,14,Charged Off
3200,36 months,9 years,RENT,61200,Not Verified,921xx,CA,0,0,5,1,2795,33.30%,17,Fully Paid
8000,36 months,1 year,RENT,40000,Not Verified,921xx,CA,0,0,4,0,2440,34.40%,11,Fully Paid
11875,60 months,< 1 year,RENT,25920,Source Verified,941xx,CA,0,0,8,0,13932,94.10%,28,Charged Off
5000,36 months,9 years,MORTGAGE,54000,Not Verified,070xx,NJ,0,0,6,0,1779,4%,14,Fully Paid
1800,36 months,10+ years,RENT,18000,Not Verified,488xx,MI,0,0,5,0,1792,39.80%,12,Fully Paid
35000,36 months,5 years,RENT,85000,Verified,606xx,IL,0,0,7,0,16720,61.50%,13,Fully Paid
18000,36 months,5 years,RENT,78000,Verified,112xx,NY,0,1,6,0,17769,66.30%,10,Fully Paid
14000,36 months,10+ years,OWN,45600,Not Verified,265xx,WV,0,0,5,0,15846,63.90%,10,Charged Off
5000,36 months,2 years,RENT,70000,Not Verified,785xx,TX,0,1,14,0,13543,54.20%,26,Fully Paid
8000,36 months,4 years,RENT,70000,Source Verified,606xx,IL,0,2,10,0,24072,91.90%,30,Fully Paid
10000,36 months,9 years,MORTGAGE,80000,Not Verified,027xx,MA,0,0,7,0,27644,45.20%,17,Fully Paid
10000,36 months,5 years,RENT,50000,Verified,089xx,NJ,0,2,8,0,6592,25.70%,25,Fully Paid
12000,36 months,10+ years,MORTGAGE,35000,Verified,813xx,CO,0,0,10,0,8198,75.70%,13,Fully Paid
23200,36 months,3 years,MORTGAGE,65000,Verified,483xx,MI,0,0,10,0,36381,47%,34,Fully Paid
18000,60 months,1 year,MORTGAGE,84000,Verified,069xx,CT,0,3,11,0,22542,83.20%,23,Fully Paid
4800,36 months,10+ years,MORTGAGE,75000,Not Verified,260xx,WV,0,1,13,0,22195,73.70%,18,Fully Paid
7300,36 months,6 years,RENT,35000,Not Verified,201xx,VA,0,1,10,0,9628,44.60%,17,Fully Paid
10400,36 months,6 years,RENT,40000,Source Verified,349xx,FL,0,2,7,0,11624,80.60%,19,Fully Paid
6600,36 months,1 year,MORTGAGE,100000,Not Verified,322xx,FL,0,2,10,0,2171,27.80%,30,Fully Paid
12000,36 months,7 years,OWN,40000,Not Verified,075xx,NJ,0,0,12,0,13756,37.40%,20,Fully Paid
13250,36 months,10+ years,RENT,52000,Verified,124xx,NY,0,0,8,0,15002,91.50%,18,Fully Paid
12000,36 months,3 years,RENT,92500,Source Verified,940xx,CA,0,2,11,0,9558,56.20%,21,Fully Paid
25000,36 months,9 years,RENT,61000,Source Verified,941xx,CA,0,0,5,0,23712,49.40%,10,Fully Paid
6000,36 months,10+ years,RENT,36000,Not Verified,967xx,HI,0,1,5,0,13626,48.50%,9,Fully Paid
12000,36 months,10+ years,MORTGAGE,68000,Not Verified,940xx,CA,0,1,7,0,15433,55.60%,34,Fully Paid
14400,36 months,1 year,RENT,80000,Not Verified,900xx,CA,0,1,10,0,19983,48.40%,16,Fully Paid
10000,36 months,10+ years,RENT,43000,Not Verified,111xx,NY,0,0,13,0,13034,65.50%,33,Fully Paid
8000,36 months,1 year,RENT,150000,Not Verified,100xx,NY,1,0,5,0,9722,56.20%,8,Fully Paid
8000,36 months,5 years,RENT,50000,Not Verified,891xx,NV,0,0,9,0,5106,72.90%,12,Charged Off
30000,60 months,3 years,RENT,70000,Source Verified,773xx,TX,0,0,7,0,1159,3.20%,14,Charged Off
18000,60 months,6 years,OWN,40000,Not Verified,945xx,CA,0,3,7,0,11147,73.40%,20,Charged Off
13250,36 months,2 years,OWN,35000,Not Verified,191xx,PA,0,1,16,0,10014,67.20%,21,Fully Paid
14000,36 months,6 years,RENT,80000,Not Verified,902xx,CA,0,0,8,0,11546,96.20%,11,Fully Paid
20000,60 months,10+ years,OWN,59000,Verified,997xx,AK,0,2,16,0,32137,83.10%,32,Charged Off
10000,36 months,10+ years,RENT,40000,Verified,104xx,NY,0,1,7,0,11665,96.40%,18,Fully Paid
35000,60 months,5 years,RENT,85000,Verified,076xx,NJ,0,0,11,0,31306,74.50%,24,Fully Paid
4000,36 months,1 year,RENT,55000,Not Verified,972xx,OR,0,0,7,0,2189,43.80%,18,Fully Paid
13000,36 months,6 years,RENT,110000,Not Verified,951xx,CA,0,0,8,0,9599,81.30%,14,Fully Paid
28000,36 months,5 years,RENT,100000,Source Verified,538xx,WI,0,0,7,0,5739,67.50%,15,Fully Paid
10000,36 months,3 years,RENT,62000,Not Verified,021xx,MA,0,0,9,0,16462,79.10%,20,Fully Paid
20000,36 months,< 1 year,RENT,45000,Verified,304xx,GA,0,1,8,0,14386,74.90%,10,Fully Paid
18000,36 months,5 years,RENT,110000,Verified,331xx,FL,0,1,8,0,12371,62.50%,22,Fully Paid
9000,60 months,3 years,RENT,60000,Verified,950xx,CA,0,1,17,0,21321,91.10%,30,Charged Off
25000,60 months,10+ years,RENT,61500,Verified,112xx,NY,1,0,11,0,24278,60.80%,25,Charged Off
10000,36 months,3 years,RENT,33000,Not Verified,113xx,NY,0,0,6,0,6621,88.30%,9,Fully Paid
4200,36 months,3 years,RENT,61000,Not Verified,070xx,NJ,0,0,7,0,4228,12.90%,16,Fully Paid
20000,60 months,10+ years,OWN,78216,Verified,956xx,CA,0,1,8,0,25161,80.30%,21,Charged Off
18000,60 months,1 year,MORTGAGE,62000,Verified,234xx,VA,0,2,8,0,11273,86.70%,30,Charged Off
24000,36 months,2 years,RENT,50964,Verified,308xx,GA,1,1,7,0,16318,69.40%,13,Fully Paid
4475,36 months,3 years,RENT,43680,Not Verified,809xx,CO,0,2,17,0,4489,33.50%,29,Fully Paid
20000,60 months,2 years,MORTGAGE,56000,Verified,913xx,CA,0,1,9,0,19348,59.90%,15,Fully Paid
12000,36 months,5 years,RENT,50700,Source Verified,071xx,NJ,0,0,12,0,18682,80.80%,18,Fully Paid
18000,60 months,n/a,MORTGAGE,60000,Verified,363xx,AL,0,1,11,0,5945,83.70%,28,Fully Paid
5000,36 months,2 years,RENT,30000,Source Verified,296xx,SC,0,2,8,0,7980,89.70%,40,Charged Off
3000,36 months,5 years,RENT,50000,Not Verified,240xx,VA,0,0,7,0,9616,29.40%,15,Fully Paid
25000,60 months,10+ years,RENT,75000,Verified,830xx,WY,0,2,9,0,24150,91.50%,13,Fully Paid
18000,60 months,3 years,RENT,90000,Source Verified,113xx,NY,0,1,10,0,13371,85.20%,16,Fully Paid
12000,36 months,10+ years,RENT,55000,Not Verified,028xx,RI,0,0,10,0,11774,75.50%,17,Charged Off
20000,36 months,10+ years,MORTGAGE,50000,Verified,011xx,MA,0,1,6,0,6855,52.70%,12,Fully Paid
10000,36 months,3 years,RENT,84000,Verified,919xx,CA,0,0,8,0,6046,68.70%,10,Fully Paid
15000,36 months,6 years,OWN,155000,Verified,300xx,GA,0,0,14,0,68319,74.90%,41,Fully Paid
12000,36 months,< 1 year,MORTGAGE,62000,Source Verified,212xx,MD,0,0,10,0,18125,57.70%,15,Fully Paid
20000,60 months,2 years,MORTGAGE,175000,Verified,760xx,TX,0,0,12,0,16008,34.10%,39,Fully Paid
6300,36 months,2 years,RENT,30000,Not Verified,100xx,NY,0,1,6,0,6274,84.30%,11,Fully Paid
20000,60 months,7 years,RENT,50000,Verified,622xx,IL,0,1,12,0,16565,56.70%,22,Fully Paid
35000,60 months,8 years,MORTGAGE,208000,Source Verified,207xx,MD,0,0,11,0,3761,23.50%,79,Fully Paid
8250,60 months,2 years,MORTGAGE,35004,Verified,140xx,NY,2,1,13,0,4479,7.70%,21,Fully Paid
20000,60 months,7 years,OWN,85000,Source Verified,707xx,LA,0,0,13,0,17537,54.80%,31,Fully Paid
10000,36 months,5 years,RENT,32000,Not Verified,331xx,FL,0,0,11,0,7346,59.60%,23,Charged Off
24000,36 months,10+ years,MORTGAGE,116400,Verified,336xx,FL,0,4,14,0,3885,8.10%,31,Charged Off
14400,36 months,9 years,MORTGAGE,40000,Not Verified,619xx,IL,0,2,8,0,12248,79.50%,13,Fully Paid
6000,36 months,7 years,RENT,34000,Not Verified,208xx,MD,0,2,7,0,6546,88.50%,13,Fully Paid
22000,36 months,5 years,MORTGAGE,73000,Verified,618xx,IL,0,1,16,0,26721,85.10%,32,Fully Paid
12000,36 months,10+ years,RENT,57200,Source Verified,014xx,MA,0,0,11,0,22059,68.50%,17,Charged Off
16000,36 months,< 1 year,MORTGAGE,114000,Source Verified,644xx,MO,0,1,17,0,23096,64.20%,34,Fully Paid
10000,36 months,10+ years,MORTGAGE,90000,Not Verified,113xx,NY,0,1,15,0,30660,59.40%,22,Fully Paid
16000,60 months,8 years,MORTGAGE,54000,Source Verified,283xx,NC,0,0,9,0,13771,56.20%,22,Fully Paid
10000,36 months,2 years,RENT,35000,Source Verified,405xx,KY,0,1,10,0,10472,84.60%,15,Charged Off
3500,36 months,7 years,RENT,56000,Not Verified,330xx,FL,0,2,14,0,6943,54.20%,37,Fully Paid
9600,36 months,5 years,RENT,35000,Not Verified,276xx,NC,0,0,8,0,10980,79%,16,Fully Paid
9875,36 months,10+ years,MORTGAGE,40000,Source Verified,109xx,NY,0,1,11,0,24129,63.70%,16,Fully Paid
21500,60 months,2 years,OWN,59000,Verified,631xx,MO,0,1,13,0,18723,81.80%,16,Fully Paid
4800,36 months,6 years,RENT,48000,Source Verified,336xx,FL,0,1,7,0,2936,26%,13,Fully Paid
7800,36 months,10+ years,OWN,85000,Not Verified,895xx,NV,0,1,7,0,3878,6.20%,12,Fully Paid
20000,36 months,10+ years,MORTGAGE,70000,Verified,770xx,TX,0,1,6,0,12377,89%,14,Fully Paid
9750,36 months,4 years,RENT,35000,Not Verified,967xx,HI,0,1,9,0,13275,51.70%,19,Charged Off
18000,60 months,6 years,MORTGAGE,91000,Verified,243xx,VA,0,2,13,0,46957,67%,38,Fully Paid
5000,36 months,9 years,MORTGAGE,30000,Not Verified,923xx,CA,0,0,7,0,5881,25.60%,16,Fully Paid
9000,36 months,4 years,RENT,45000,Source Verified,117xx,NY,1,1,21,1,10464,50%,51,Fully Paid
7200,36 months,1 year,RENT,55000,Not Verified,331xx,FL,0,0,11,0,5862,46.10%,14,Fully Paid
3000,60 months,3 years,RENT,53004,Source Verified,330xx,FL,1,2,3,0,1985,79.40%,12,Charged Off
25000,60 months,10+ years,RENT,60000,Verified,941xx,CA,0,0,12,0,17035,94.90%,24,Charged Off
25000,36 months,8 years,OWN,82000,Verified,917xx,CA,0,2,7,0,18223,70.60%,23,Fully Paid
10000,36 months,10+ years,RENT,53000,Verified,960xx,CA,0,1,9,0,23870,77.20%,19,Fully Paid
8875,36 months,5 years,MORTGAGE,35360,Verified,181xx,PA,0,1,9,0,13003,71.10%,13,Charged Off
15550,36 months,10+ years,RENT,54000,Verified,330xx,FL,0,0,9,0,22455,89.80%,16,Fully Paid
17000,60 months,8 years,RENT,65000,Not Verified,076xx,NJ,0,2,11,0,12923,62.70%,16,Fully Paid
7500,36 months,5 years,RENT,65000,Not Verified,900xx,CA,0,2,15,0,5927,35.50%,22,Fully Paid
8875,36 months,6 years,OWN,28800,Not Verified,922xx,CA,0,0,10,0,8890,69.50%,23,Fully Paid
4500,36 months,1 year,RENT,42000,Not Verified,432xx,OH,0,0,3,0,3424,68.50%,3,Fully Paid
5800,36 months,3 years,RENT,36000,Not Verified,787xx,TX,0,1,9,0,6558,66.90%,20,Fully Paid
10000,36 months,2 years,RENT,40000,Not Verified,070xx,NJ,0,1,8,0,11145,47.40%,17,Fully Paid
10000,36 months,4 years,RENT,50000,Not Verified,303xx,GA,0,0,11,0,10898,88.60%,28,Fully Paid
14000,36 months,1 year,RENT,52000,Not Verified,945xx,CA,0,1,6,0,13008,57.90%,8,Fully Paid
25000,60 months,3 years,MORTGAGE,85000,Verified,224xx,VA,1,1,7,0,15814,87.90%,19,Fully Paid
12000,36 months,3 years,RENT,32000,Source Verified,975xx,OR,0,0,9,0,5329,59.20%,12,Charged Off
24000,36 months,6 years,OWN,75000,Verified,330xx,FL,0,2,9,0,26098,45%,22,Fully Paid
14000,36 months,< 1 year,RENT,80000,Not Verified,105xx,NY,0,1,10,0,7085,59%,14,Fully Paid
12000,36 months,7 years,MORTGAGE,40246,Verified,853xx,AZ,0,0,7,0,14573,72.20%,24,Fully Paid
15000,60 months,3 years,OWN,30000,Verified,088xx,NJ,0,1,7,0,16876,65.70%,17,Charged Off
8050,36 months,1 year,RENT,36000,Source Verified,986xx,WA,0,0,4,0,12000,81.30%,7,Charged Off
5600,36 months,6 years,RENT,60000,Not Verified,950xx,CA,1,0,11,1,2238,12.40%,25,Fully Paid
7500,36 months,3 years,RENT,31200,Not Verified,928xx,CA,0,0,14,0,7790,57.30%,18,Fully Paid
7000,36 months,10+ years,RENT,90000,Verified,218xx,MD,0,0,13,0,28060,93.80%,25,Fully Paid
5400,36 months,4 years,RENT,40000,Not Verified,652xx,MO,0,0,5,0,8855,77%,15,Fully Paid
16000,36 months,1 year,RENT,90000,Verified,191xx,PA,0,2,11,0,22488,65.20%,19,Fully Paid
35000,60 months,9 years,MORTGAGE,105000,Verified,782xx,TX,0,0,9,0,15523,25%,38,Fully Paid
6000,60 months,< 1 year,RENT,30084,Verified,410xx,KY,0,0,6,0,2192,10%,15,Charged Off
4125,60 months,10+ years,MORTGAGE,36000,Not Verified,480xx,MI,0,4,5,0,5346,37.60%,21,Fully Paid
9800,36 months,4 years,RENT,67000,Not Verified,941xx,CA,0,2,14,0,21366,44.90%,18,Fully Paid
15700,60 months,10+ years,MORTGAGE,63000,Source Verified,331xx,FL,0,1,12,0,9196,63%,16,Fully Paid
5000,36 months,1 year,RENT,276000,Source Verified,331xx,FL,0,0,7,0,15175,56%,18,Fully Paid
9900,36 months,6 years,RENT,26400,Verified,432xx,OH,0,0,4,1,7911,88.90%,11,Fully Paid
4000,36 months,n/a,RENT,24000,Source Verified,328xx,FL,1,0,4,0,1593,54.90%,6,Fully Paid
15000,36 months,3 years,MORTGAGE,68400,Source Verified,325xx,FL,0,0,5,0,9368,82.20%,9,Fully Paid
6250,36 months,1 year,RENT,29120,Not Verified,540xx,WI,0,3,5,0,5771,88.80%,12,Fully Paid
6400,36 months,< 1 year,RENT,29120,Not Verified,540xx,WI,0,1,6,0,5866,94.60%,14,Fully Paid
8850,60 months,10+ years,MORTGAGE,89122,Source Verified,891xx,NV,0,0,17,0,5633,84.70%,38,Fully Paid
12000,36 months,4 years,MORTGAGE,54000,Not Verified,088xx,NJ,0,1,10,0,15723,61%,34,Fully Paid
15000,36 months,5 years,MORTGAGE,30000,Verified,719xx,AR,0,1,6,0,5649,25.20%,10,Fully Paid
6500,36 months,4 years,MORTGAGE,30000,Not Verified,982xx,WA,0,0,5,0,10843,81.50%,9,Fully Paid
8000,36 months,10+ years,RENT,50000,Not Verified,065xx,CT,1,1,10,0,7634,81.20%,18,Fully Paid
30000,60 months,6 years,MORTGAGE,92000,Source Verified,067xx,CT,0,2,17,0,36497,74.50%,62,Fully Paid
15000,36 months,10+ years,MORTGAGE,100500,Source Verified,081xx,NJ,0,2,8,0,11736,74.30%,14,Fully Paid
10200,36 months,3 years,RENT,40000,Not Verified,954xx,CA,0,1,7,0,9428,80.60%,10,Fully Paid
9000,36 months,5 years,MORTGAGE,47000,Not Verified,346xx,FL,0,0,7,0,4012,47.20%,17,Fully Paid
6500,36 months,3 years,MORTGAGE,68000,Not Verified,347xx,FL,0,1,11,0,10075,92.40%,17,Fully Paid
23000,60 months,8 years,MORTGAGE,95000,Verified,480xx,MI,0,0,9,0,9826,99.30%,35,Fully Paid
2000,36 months,4 years,RENT,39600,Not Verified,925xx,CA,0,0,8,0,2058,79.20%,13,Fully Paid
8000,36 months,3 years,OWN,30000,Verified,926xx,CA,0,2,11,0,6266,44.10%,21,Fully Paid
8875,36 months,1 year,RENT,30000,Verified,410xx,KY,0,0,11,0,29470,83.70%,27,Fully Paid
1500,36 months,< 1 year,RENT,17000,Source Verified,442xx,OH,0,3,10,0,1497,99.80%,15,Charged Off
8000,36 months,3 years,RENT,42000,Not Verified,194xx,PA,0,0,4,0,12035,85.40%,11,Fully Paid
20000,60 months,10+ years,RENT,75000,Verified,913xx,CA,0,2,10,0,21513,74.90%,16,Charged Off
6500,36 months,4 years,RENT,42000,Not Verified,025xx,MA,0,0,5,0,10139,63.80%,11,Fully Paid
9600,36 months,3 years,MORTGAGE,27000,Source Verified,122xx,NY,0,2,12,0,7387,84.90%,27,Fully Paid
25975,60 months,10+ years,MORTGAGE,130000,Verified,173xx,PA,0,0,15,0,93718,77.20%,29,Fully Paid
10000,36 months,5 years,MORTGAGE,46000,Not Verified,980xx,WA,0,0,12,0,10763,50.10%,17,Fully Paid
15000,36 months,10+ years,MORTGAGE,80000,Verified,282xx,NC,0,1,8,0,10746,53.70%,17,Fully Paid
9000,36 months,3 years,MORTGAGE,45000,Not Verified,919xx,CA,0,1,7,0,14022,44%,17,Fully Paid
10000,36 months,2 years,RENT,72500,Verified,112xx,NY,0,0,7,0,10638,69.10%,23,Fully Paid
1000,36 months,n/a,RENT,18408,Not Verified,080xx,NJ,0,2,3,1,2510,83.70%,8,Charged Off
14000,36 months,2 years,RENT,30000,Source Verified,760xx,TX,0,0,8,0,13581,62.30%,28,Fully Paid
8500,36 months,9 years,RENT,50000,Source Verified,194xx,PA,0,2,15,0,9354,61.50%,27,Charged Off
15000,60 months,9 years,RENT,75000,Source Verified,334xx,FL,0,2,9,0,11379,75.90%,12,Fully Paid
4500,36 months,5 years,MORTGAGE,65000,Not Verified,120xx,NY,0,1,20,0,18611,76.60%,34,Fully Paid
3000,36 months,10+ years,MORTGAGE,65000,Not Verified,786xx,TX,0,0,10,0,38905,56%,19,Fully Paid
10000,36 months,4 years,MORTGAGE,120000,Source Verified,082xx,NJ,0,2,7,0,21440,68.10%,35,Fully Paid
21250,60 months,5 years,MORTGAGE,42500,Verified,641xx,MO,0,2,7,0,18352,62.70%,13,Fully Paid
33425,60 months,2 years,MORTGAGE,75000,Source Verified,114xx,NY,0,3,10,0,50670,50.50%,43,Charged Off
35000,60 months,8 years,RENT,195000,Verified,981xx,WA,0,2,17,0,29573,66.10%,27,Fully Paid
7200,36 months,4 years,RENT,54990,Verified,766xx,TX,0,1,16,0,9119,96%,24,Fully Paid
18000,60 months,< 1 year,RENT,40000,Source Verified,850xx,AZ,0,0,6,0,12806,68.80%,12,Charged Off
23000,36 months,2 years,MORTGAGE,137000,Source Verified,766xx,TX,0,1,11,0,17564,60.80%,37,Fully Paid
20000,60 months,10+ years,RENT,60000,Verified,945xx,CA,0,2,13,0,16326,41%,30,Charged Off
6000,60 months,3 years,RENT,30120,Not Verified,113xx,NY,0,0,8,0,8136,80.60%,11,Fully Paid
7000,36 months,1 year,RENT,46000,Verified,229xx,VA,0,1,7,0,8717,76.50%,18,Fully Paid
21000,36 months,8 years,MORTGAGE,135000,Verified,430xx,OH,0,1,11,0,30361,63%,24,Fully Paid
8250,36 months,n/a,MORTGAGE,31500,Verified,218xx,MD,0,4,17,0,7521,10.40%,37,Fully Paid
13000,36 months,10+ years,RENT,65000,Verified,941xx,CA,0,0,10,0,22554,75.90%,18,Fully Paid
18000,36 months,2 years,MORTGAGE,78000,Not Verified,760xx,TX,0,0,8,0,16136,25%,13,Fully Paid
7200,36 months,5 years,MORTGAGE,60000,Not Verified,850xx,AZ,0,0,6,0,3859,6%,20,Fully Paid
16500,36 months,10+ years,RENT,48000,Not Verified,840xx,UT,0,0,7,0,21329,87.10%,25,Fully Paid
8125,36 months,< 1 year,RENT,25000,Not Verified,606xx,IL,0,1,13,0,19296,63.60%,21,Fully Paid
18800,36 months,3 years,MORTGAGE,82000,Verified,926xx,CA,1,0,14,0,14477,17.30%,24,Fully Paid
26800,36 months,10+ years,MORTGAGE,82000,Source Verified,920xx,CA,0,1,12,0,26919,98%,31,Fully Paid
19200,36 months,5 years,MORTGAGE,42000,Verified,744xx,OK,0,0,13,0,28727,72.20%,24,Fully Paid
12875,60 months,3 years,RENT,27600,Verified,933xx,CA,0,1,4,0,5595,86.10%,7,Fully Paid
4000,36 months,5 years,MORTGAGE,38000,Not Verified,451xx,OH,0,1,11,0,11130,52.70%,16,Fully Paid
4000,36 months,4 years,RENT,35000,Not Verified,900xx,CA,0,0,7,0,8247,83.50%,13,Fully Paid
12000,36 months,10+ years,OWN,33000,Not Verified,907xx,CA,0,0,5,0,17229,74.90%,10,Fully Paid
2625,36 months,10+ years,MORTGAGE,52800,Not Verified,891xx,NV,0,2,8,0,8343,65.20%,21,Fully Paid
18000,60 months,10+ years,MORTGAGE,40900,Verified,728xx,AR,0,1,10,0,11963,62.60%,19,Fully Paid
7000,36 months,10+ years,RENT,73882,Not Verified,159xx,PA,0,0,10,0,16783,38.10%,10,Fully Paid
11300,36 months,7 years,MORTGAGE,36000,Not Verified,333xx,FL,0,1,9,0,18905,74.70%,22,Fully Paid
4000,36 months,10+ years,MORTGAGE,130000,Source Verified,933xx,CA,0,3,12,0,13212,85%,22,Fully Paid
8000,36 months,10+ years,MORTGAGE,57200,Not Verified,293xx,SC,0,0,18,0,7764,6.80%,47,Fully Paid
14400,36 months,5 years,RENT,51871,Verified,028xx,RI,0,0,5,0,8092,79.30%,9,Charged Off
4375,36 months,2 years,OWN,15000,Verified,945xx,CA,0,0,3,0,2847,74.90%,5,Fully Paid
4100,36 months,9 years,MORTGAGE,70197,Not Verified,701xx,LA,0,1,7,0,24138,72.10%,12,Fully Paid
6000,36 months,7 years,RENT,47000,Verified,440xx,OH,0,3,8,0,3917,31.40%,14,Fully Paid
4200,60 months,9 years,RENT,43000,Source Verified,852xx,AZ,0,1,9,0,8843,77%,19,Charged Off
4000,36 months,6 years,MORTGAGE,120000,Source Verified,271xx,NC,0,1,13,0,11947,24.40%,31,Fully Paid
3000,36 months,10+ years,MORTGAGE,86004,Not Verified,070xx,NJ,0,2,8,0,23964,64.60%,35,Charged Off
5400,36 months,10+ years,MORTGAGE,75000,Not Verified,773xx,TX,0,0,6,0,10376,68.70%,33,Fully Paid
15000,36 months,1 year,RENT,110000,Verified,750xx,TX,2,0,12,0,40370,84.10%,24,Charged Off
20000,60 months,3 years,MORTGAGE,80000,Source Verified,850xx,AZ,0,0,8,0,11952,88.50%,13,Fully Paid
10400,36 months,4 years,RENT,44000,Source Verified,920xx,CA,0,2,6,0,13695,90.10%,21,Fully Paid
4500,60 months,7 years,MORTGAGE,51600,Source Verified,984xx,WA,0,1,8,0,13739,67.70%,13,Fully Paid
11500,36 months,< 1 year,RENT,38500,Source Verified,200xx,DC,0,0,8,0,10838,89.60%,15,Fully Paid
10000,36 months,4 years,RENT,75000,Verified,333xx,FL,0,2,19,0,3548,5.90%,40,Fully Paid
18225,60 months,10+ years,MORTGAGE,37320,Verified,301xx,GA,0,0,8,0,17404,74.40%,12,Fully Paid
3600,36 months,10+ years,RENT,55000,Not Verified,117xx,NY,0,0,8,0,9550,65.90%,18,Fully Paid
18500,60 months,2 years,RENT,100000,Verified,940xx,CA,0,0,7,0,6149,10.40%,10,Fully Paid
16800,60 months,10+ years,MORTGAGE,70000,Verified,811xx,CO,0,2,10,0,10296,38.40%,18,Fully Paid
10000,36 months,8 years,RENT,68000,Not Verified,597xx,MT,0,1,7,0,6754,92.50%,16,Charged Off
15000,36 months,10+ years,MORTGAGE,66000,Not Verified,945xx,CA,2,2,10,0,17258,89.10%,28,Fully Paid
8000,36 months,8 years,RENT,85000,Source Verified,070xx,NJ,0,1,12,0,15938,35.70%,29,Fully Paid
25000,60 months,1 year,RENT,83004,Verified,957xx,CA,0,0,10,0,22388,82.90%,19,Fully Paid
